Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,3+,289758,0.12
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,1,1613909,0.7
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,2,415876,0.18
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,3,237424,0.1
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,4,52334,0.02
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,all,1556859,1.0
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,3+,68169,0.04
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,1,1280821,0.82
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,2,207869,0.13
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,3,68169,0.04
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,all,5280032,1.0
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,3+,275740,0.05
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,1,4214490,0.8
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,2,789802,0.15
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,3,275740,0.05
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,all,1996813,1.0
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,3+,202026,0.1
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,1,1619406,0.81
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,2,175382,0.09
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,3,202026,0.1
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,all,8330411,1.0
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,3+,793055,0.1
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,1,5233164,0.62
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,2,2304192,0.28
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,3,718914,0.09
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,4,74141,0.01
Jun 2019,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,all,1683745,1.0
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,3+,363822,0.22
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,1,961298,0.57
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,2,358626,0.21
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,3,250044,0.15
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,4,113778,0.07
Jun 2019,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,all,1536622,1.0
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,3+,607435,0.4
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,1,323703,0.21
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,2,605484,0.39
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,3,488751,0.32
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,4,118684,0.08
Jun 2019,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,all,964343,1.0
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,3+,0,0
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,1,821897,0.85
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,2,142445,0.15
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,3,0,0
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,Northern,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,all,1831154,1.0
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,3+,447501,0.25
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,1,313202,0.17
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,2,1070450,0.58
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,3,382484,0.21
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,4,65017,0.04
Jun 2019,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,all,2105274,1.0
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,3+,104194,0.05
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,1,1452942,0.69
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,2,548138,0.26
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,3,104194,0.05
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,North Kordofan,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,all,1140371,1.0
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,3+,175309,0.16
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,1,725328,0.63
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,2,239734,0.21
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,3,112474,0.1
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,4,62835,0.06
Jun 2019,SDN,42813000,Blue Nile,current,2019-06-01,2019-08-31,5,0,0
