,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
252,2024-04-01,SDN,47208125,River Nile,second projection,2024-10-01,2025-02-28,5,0,0.0,2024-04
253,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,all,5439140,1.0,2024-04
254,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,3+,2853931,0.53,2024-04
255,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,1,619648,0.11,2024-04
256,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,2,1965561,0.36,2024-04
257,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,3,1556008,0.29,2024-04
258,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,4,1297923,0.24,2024-04
259,2024-04-01,SDN,47208125,Aj Jazirah,current,2024-04-01,2024-05-31,5,0,0.0,2024-04
260,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,all,5439140,1.0,2024-04
261,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,3+,3383973,0.62,2024-04
262,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,1,347691,0.06,2024-04
263,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,2,1707476,0.31,2024-04
264,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,3,1645614,0.3,2024-04
265,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,4,1542136,0.28,2024-04
266,2024-04-01,SDN,47208125,Aj Jazirah,first projection,2024-06-01,2024-09-30,5,196223,0.04,2024-04
267,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,all,5439140,1.0,2024-04
268,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,3+,2867804,0.52,2024-04
269,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,1,530042,0.1,2024-04
270,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,2,2041295,0.38,2024-04
271,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,3,1645614,0.3,2024-04
272,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,4,1208317,0.22,2024-04
273,2024-04-01,SDN,47208125,Aj Jazirah,second projection,2024-10-01,2025-02-28,5,13872,0.0,2024-04
274,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,all,1823319,1.0,2024-04
275,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,3+,826909,0.45,2024-04
276,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,1,309295,0.17,2024-04
277,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,2,687115,0.38,2024-04
278,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,3,534412,0.29,2024-04
279,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,4,292497,0.16,2024-04
280,2024-04-01,SDN,47208125,West Kordofan,current,2024-04-01,2024-05-31,5,0,0.0,2024-04
281,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,all,1823319,1.0,2024-04
282,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,3+,1009241,0.55,2024-04
283,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,1,211500,0.12,2024-04
284,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,2,602578,0.33,2024-04
285,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,3,625578,0.34,2024-04
286,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,4,383663,0.21,2024-04
287,2024-04-01,SDN,47208125,West Kordofan,first projection,2024-06-01,2024-09-30,5,0,0.0,2024-04
288,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,all,1823319,1.0,2024-04
289,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,3+,776278,0.42,2024-04
290,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,1,316156,0.17,2024-04
291,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,2,730885,0.4,2024-04
292,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,3,498456,0.27,2024-04
293,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,4,277823,0.15,2024-04
294,2024-04-01,SDN,47208125,West Kordofan,second projection,2024-10-01,2025-02-28,5,0,0.0,2024-04
295,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,all,5190110,1.0,2024-04
296,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,3+,2541541,0.49,2024-04
297,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,1,753159,0.15,2024-04
298,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,2,1895411,0.37,2024-04
299,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,3,1647350,0.32,2024-04
300,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,4,894191,0.17,2024-04
301,2024-04-01,SDN,47208125,Khartoum,current,2024-04-01,2024-05-31,5,0,0.0,2024-04
302,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,all,5190110,1.0,2024-04
303,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,3+,3008436,0.58,2024-04
304,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,1,493653,0.1,2024-04
305,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,2,1688020,0.33,2024-04
306,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,3,1816539,0.35,2024-04
307,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,4,1101581,0.21,2024-04
308,2024-04-01,SDN,47208125,Khartoum,first projection,2024-06-01,2024-09-30,5,90317,0.02,2024-04
309,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,all,5190110,1.0,2024-04
310,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,3+,2372352,0.45,2024-04
311,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,1,753159,0.15,2024-04
312,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,2,2064600,0.4,2024-04
313,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,3,1478161,0.28,2024-04
314,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,4,894191,0.17,2024-04
315,2024-04-01,SDN,47208125,Khartoum,second projection,2024-10-01,2025-02-28,5,0,0.0,2024-04
316,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,all,1430815,1.0,2024-04
317,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,3+,416243,0.29,2024-04
318,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,1,437871,0.31,2024-04
319,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,2,576702,0.4,2024-04
320,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,3,363775,0.25,2024-04
321,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,4,52468,0.04,2024-04
322,2024-04-01,SDN,47208125,Northern,current,2024-04-01,2024-05-31,5,0,0.0,2024-04
323,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,all,1430815,1.0,2024-04
324,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,3+,501967,0.35,2024-04
325,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,1,361560,0.25,2024-04
326,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,2,567288,0.4,2024-04
327,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,3,458912,0.32,2024-04
328,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,4,43054,0.03,2024-04
329,2024-04-01,SDN,47208125,Northern,first projection,2024-06-01,2024-09-30,5,0,0.0,2024-04
330,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,all,1430815,1.0,2024-04
331,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,3+,610788,0.43,2024-04
332,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,1,284862,0.2,2024-04
333,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,2,535165,0.37,2024-04
334,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,3,509933,0.36,2024-04
335,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,4,100854,0.07,2024-04
336,2024-04-01,SDN,47208125,Northern,second projection,2024-10-01,2025-02-28,5,0,0.0,2024-04
337,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,all,2450511,1.0,2024-04
338,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,3+,1438277,0.59,2024-04
339,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,1,346889,0.14,2024-04
340,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,2,665345,0.27,2024-04
341,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,3,788822,0.32,2024-04
342,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,4,587008,0.24,2024-04
343,2024-04-01,SDN,47208125,North Darfur,current,2024-04-01,2024-05-31,5,62447,0.03,2024-04
344,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,all,2450511,1.0,2024-04
345,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,3+,1674343,0.69,2024-04
346,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,1,211868,0.09,2024-04
347,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,2,564300,0.23,2024-04
348,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,3,852964,0.35,2024-04
349,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,4,685723,0.28,2024-04
350,2024-04-01,SDN,47208125,North Darfur,first projection,2024-06-01,2024-09-30,5,135656,0.06,2024-04
351,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,all,2450511,1.0,2024-04
352,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,3+,1426862,0.58,2024-04
353,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,1,331522,0.14,2024-04
354,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,2,692127,0.28,2024-04
355,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,3,840911,0.34,2024-04
356,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,4,523505,0.21,2024-04
357,2024-04-01,SDN,47208125,North Darfur,second projection,2024-10-01,2025-02-28,5,62447,0.03,2024-04
358,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,all,3233255,1.0,2024-04
359,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,3+,1271505,0.39,2024-04
360,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,1,699983,0.22,2024-04
361,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,2,1261767,0.39,2024-04
362,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,3,1010726,0.31,2024-04
363,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,4,260779,0.08,2024-04
364,2024-04-01,SDN,47208125,White Nile,current,2024-04-01,2024-05-31,5,0,0.0,2024-04
365,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,all,3233255,1.0,2024-04
366,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,3+,1594831,0.49,2024-04
367,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,1,484706,0.15,2024-04
368,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,2,1153718,0.36,2024-04
369,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,3,1172389,0.36,2024-04
370,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,4,422442,0.13,2024-04
371,2024-04-01,SDN,47208125,White Nile,first projection,2024-06-01,2024-09-30,5,0,0.0,2024-04
372,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,all,3233255,1.0,2024-04
373,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,3+,1448953,0.45,2024-04
374,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,1,560954,0.17,2024-04
375,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,2,1223348,0.38,2024-04
376,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,3,1086863,0.34,2024-04
377,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,4,362090,0.11,2024-04
378,2024-04-01,SDN,47208125,White Nile,second projection,2024-10-01,2025-02-28,5,0,0.0,2024-04
379,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,all,2077654,1.0,2023-10
380,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3+,994183,0.48,2023-10
381,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,1,336662,0.16,2023-10
382,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,2,746809,0.36,2023-10
383,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3,690123,0.33,2023-10
384,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,4,304060,0.15,2023-10
385,2023-10-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
386,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,all,2088028,1.0,2023-10
387,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,3+,247373,0.11,2023-10
388,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,1,829747,0.4,2023-10
389,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,2,1010908,0.48,2023-10
390,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,3,217875,0.1,2023-10
391,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,4,29498,0.01,2023-10
392,2023-10-01,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
393,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,all,2403581,1.0,2023-10
394,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3+,411278,0.17,2023-10
395,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,1,1064550,0.44,2023-10
396,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,2,927754,0.39,2023-10
397,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3,318841,0.13,2023-10
398,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,4,92436,0.04,2023-10
399,2023-10-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
400,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,all,1176114,1.0,2023-10
401,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,3+,551162,0.47,2023-10
402,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,1,256074,0.22,2023-10
403,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,2,368878,0.31,2023-10
404,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,3,408045,0.35,2023-10
405,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,4,143116,0.12,2023-10
406,2023-10-01,SDN,48579711,East Darfur,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
407,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,all,1735672,1.0,2023-10
408,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3+,731062,0.42,2023-10
409,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,1,420608,0.24,2023-10
410,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,2,584003,0.34,2023-10
411,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3,449343,0.26,2023-10
412,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,4,281719,0.16,2023-10
413,2023-10-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
414,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,all,1386956,1.0,2023-10
415,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3+,255598,0.18,2023-10
416,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,1,494163,0.36,2023-10
417,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,2,637196,0.46,2023-10
418,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3,186250,0.13,2023-10
419,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,4,69348,0.05,2023-10
420,2023-10-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
421,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,all,3108018,1.0,2023-10
422,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,3+,618419,0.2,2023-10
423,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,1,1113819,0.36,2023-10
424,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,2,1375780,0.44,2023-10
425,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,3,463018,0.15,2023-10
426,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,4,155401,0.05,2023-10
427,2023-10-01,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
428,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,all,1891564,1.0,2023-10
429,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,3+,1131181,0.6,2023-10
430,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,1,263365,0.14,2023-10
431,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,2,497017,0.26,2023-10
432,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,3,721200,0.38,2023-10
433,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,4,409982,0.22,2023-10
434,2023-10-01,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
435,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,all,1632391,1.0,2023-10
436,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,3+,397762,0.25,2023-10
437,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,1,465447,0.29,2023-10
438,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,2,769182,0.47,2023-10
439,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,3,335862,0.21,2023-10
440,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,4,61900,0.04,2023-10
441,2023-10-01,SDN,48579711,Red Sea,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
442,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,all,2788911,1.0,2023-10
443,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,3+,542886,0.19,2023-10
444,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,1,1097021,0.39,2023-10
445,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,2,1149004,0.41,2023-10
446,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,3,536287,0.19,2023-10
447,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,4,6599,0.0,2023-10
448,2023-10-01,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
449,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,all,2530410,1.0,2023-10
450,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,3+,965652,0.38,2023-10
451,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,1,631666,0.25,2023-10
452,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,2,933093,0.37,2023-10
453,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,3,652809,0.26,2023-10
454,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,4,312842,0.12,2023-10
455,2023-10-01,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-10
